162.0,12000.0,164.0,33708.0,6.0,128.0,162.0,12000.0,61.0,57356.0,6.0,350671.0,31484.247009277344,162.0,12000.0,163.0,35038.0,6.0,234516.0,250126.1030044556,162.0,12000.0,160.0,50066.0,6.0,3095972.0,474737.7680053711,162.0,12001.0,164.0,43332.0,6.0,135591.0,45741.74199676514,162.0,12001.0,163.0,59798.0,6.0,277770.0,22756.39200592041,162.0,12001.0,137.0,49834.0,6.0,233265.0,12012.119003295898,162.0,12000.0,134.0,53230.0,6.0,1456794.0,319832.39100646967,162.0,12000.0,161.0,45264.0,6.0,354119.0,41092.59399414063,162.0,12000.0,167.0,35748.0,6.0,3130845.0,425840.1979980469,162.0,12000.0,172.0,37882.0,6.0,122157.0,12071.763008117676,162.0,12000.0,165.0,59184.0,6.0,308615.0,24619.54200744629,162.0,12001.0,137.0,49786.0,6.0,128.0,162.0,12001.0,172.0,56396.0,6.0,128.0,162.0,12001.0,172.0,56532.0,6.0,128.0,162.0,12001.0,135.0,56086.0,6.0,128.0,162.0,12000.0,171.0,59384.0,6.0,128.0,162.0,12000.0,164.0,33708.0,6.0,128.0,162.0,12001.0,165.0,49024.0,6.0,128.0,162.0,12001.0,172.0,57634.0,6.0,128.0,162.0,12001.0,161.0,53184.0,6.0,128.0,162.0,12001.0,163.0,58966.0,6.0,128.0
161.0,12000.0,172.0,37514.0,6.0,128.0,161.0,12001.0,162.0,50730.0,6.0,1329891.0,146599.55201721188,161.0,12001.0,163.0,41452.0,6.0,78387.0,13972.949996948242,161.0,12000.0,163.0,49566.0,6.0,4978241.0,890056.9280090331,161.0,12000.0,137.0,59886.0,6.0,4812471.0,1119409.5650024414,161.0,12001.0,168.0,39906.0,6.0,173108.0,22441.832977294922,161.0,12001.0,137.0,39526.0,6.0,96586.0,32236.3219909668,161.0,12001.0,163.0,40266.0,6.0,373785.0,76190.99600219728,161.0,12000.0,168.0,54304.0,6.0,7999895.0,698887.2020111084,161.0,12000.0,168.0,53218.0,6.0,1090928.0,80041.68200683594,161.0,12001.0,137.0,39526.0,6.0,98938.0,26386.334991455078,161.0,12001.0,134.0,57156.0,6.0,8444287.0,1497224.8110046387,161.0,12001.0,51.0,34272.0,6.0,128.0,161.0,12001.0,61.0,46506.0,6.0,128.0,161.0,12000.0,172.0,37514.0,6.0,128.0,161.0,12000.0,168.0,53284.0,6.0,128.0,161.0,12000.0,51.0,32784.0,6.0,128.0,161.0,12000.0,164.0,54420.0,6.0,128.0,161.0,12001.0,160.0,52236.0,6.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,12000.0,135.0,50644.0,6.0,128.0,61.0,12000.0,134.0,55202.0,6.0,878495.0,27920.12896728516,61.0,12001.0,171.0,43954.0,6.0,869848.0,27739.893981933594,61.0,12000.0,134.0,53916.0,6.0,278999.0,8540.192993164062,61.0,12000.0,172.0,35056.0,6.0,6424834.0,429854.63299560547,61.0,12001.0,160.0,53310.0,6.0,550605.0,13598.275024414062,61.0,12000.0,171.0,39618.0,6.0,242534.0,8904.369995117188,61.0,12001.0,134.0,33282.0,6.0,7431592.0,161949.84997558597,61.0,12001.0,135.0,50350.0,6.0,352244.0,5654.164001464844,61.0,12001.0,172.0,46482.0,6.0,6114305.0,506755.5440063477,61.0,12001.0,172.0,47088.0,6.0,9120794.0,484305.8210449219,61.0,12001.0,172.0,46482.0,6.0,184594.0,2826.723022460937,61.0,12001.0,167.0,54964.0,6.0,128.0,61.0,12000.0,167.0,37174.0,6.0,128.0,61.0,12000.0,135.0,50762.0,6.0,128.0,61.0,12000.0,135.0,50644.0,6.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.0,12000.0,172.0,37284.0,6.0,128.0,162.0,12001.0,61.0,44900.0,6.0,3299030.0,742675.2829971312,162.0,12000.0,171.0,59398.0,6.0,345006.0,24780.296997070312,162.0,12001.0,171.0,54978.0,6.0,330126.0,20534.241996765137,162.0,12000.0,171.0,59102.0,6.0,1308305.0,70742.95299530031,162.0,12000.0,171.0,58164.0,6.0,222714.0,14743.296997070312,162.0,12001.0,165.0,49630.0,6.0,2753335.0,847810.5110092162,162.0,12001.0,161.0,54184.0,6.0,5607575.0,568749.1180038452,162.0,12001.0,171.0,54956.0,6.0,216796.0,20651.92500305176,162.0,12000.0,137.0,41140.0,6.0,9364519.0,603064.9979934692,162.0,12000.0,172.0,37460.0,6.0,244124.0,85018.91500854492,162.0,12001.0,167.0,60156.0,6.0,144617.0,35518.720993041985,162.0,12001.0,172.0,56644.0,6.0,128.0,162.0,12000.0,172.0,38100.0,6.0,128.0,162.0,12001.0,172.0,56964.0,6.0,128.0,162.0,12000.0,168.0,50444.0,6.0,128.0,162.0,12000.0,137.0,42146.0,6.0,128.0,162.0,12000.0,161.0,45172.0,6.0,128.0,162.0,12000.0,172.0,37284.0,6.0,128.0,162.0,12001.0,172.0,57634.0,6.0,128.0,162.0,12000.0,167.0,35376.0,6.0,128.0,162.0,12001.0,167.0,60146.0,6.0,128.0
134.0,12000.0,51.0,42032.0,6.0,128.0,134.0,12000.0,137.0,38222.0,6.0,1501580.0,235856.55599975586,134.0,12000.0,162.0,38244.0,6.0,2767975.0,452839.4909973145,134.0,12000.0,172.0,38666.0,6.0,359469.0,92563.58500671387,134.0,12000.0,167.0,60986.0,6.0,1227776.0,143502.8620147705,134.0,12000.0,162.0,37766.0,6.0,5857547.0,555355.3990020752,134.0,12000.0,166.0,45260.0,6.0,388582.0,31485.87599182129,134.0,12001.0,61.0,37524.0,6.0,203263.0,49563.53199768066,134.0,12001.0,162.0,50208.0,6.0,90856.0,12981.011993408203,134.0,12001.0,168.0,50566.0,6.0,1007342.0,267417.6379852295,134.0,12001.0,172.0,32816.0,6.0,3261419.0,776462.2270050049,134.0,12000.0,168.0,33142.0,6.0,302961.0,53010.70799255371,134.0,12000.0,51.0,42032.0,6.0,128.0,134.0,12001.0,168.0,49858.0,6.0,128.0,134.0,12000.0,61.0,32800.0,6.0,128.0,134.0,12000.0,51.0,42618.0,6.0,128.0,134.0,12000.0,160.0,47632.0,6.0,128.0,134.0,12000.0,135.0,56392.0,6.0,128.0,134.0,12000.0,160.0,46676.0,6.0,128.0,134.0,12001.0,165.0,47292.0,6.0,128.0,134.0,12000.0,163.0,35848.0,6.0,128.0,134.0,12001.0,171.0,55096.0,6.0,128.0
134.0,12001.0,137.0,46574.0,6.0,128.0,134.0,12001.0,163.0,48386.0,6.0,206917.0,25058.705993652344,134.0,12001.0,161.0,54506.0,6.0,132664.0,15499.47900390625,134.0,12001.0,168.0,49318.0,6.0,141157.0,17367.938995361328,134.0,12001.0,61.0,37524.0,6.0,1493584.0,223861.24200439453,134.0,12001.0,137.0,46550.0,6.0,2598931.0,414818.35900878906,134.0,12000.0,172.0,38410.0,6.0,2041779.0,516140.92399597174,134.0,12001.0,172.0,60914.0,6.0,1870363.0,541737.0149993896,134.0,12001.0,164.0,60186.0,6.0,370390.0,41087.720001220696,134.0,12000.0,161.0,35642.0,6.0,266456.0,36559.933013916016,134.0,12001.0,163.0,48704.0,6.0,272062.0,70207.79399108888,134.0,12000.0,164.0,41418.0,6.0,3468360.0,228776.39199829104,134.0,12001.0,172.0,60664.0,6.0,128.0,134.0,12001.0,162.0,49822.0,6.0,128.0,134.0,12001.0,137.0,46574.0,6.0,128.0,134.0,12001.0,137.0,45682.0,6.0,128.0,134.0,12001.0,167.0,47276.0,6.0,128.0,134.0,12001.0,61.0,36688.0,6.0,128.0,134.0,12000.0,165.0,55850.0,6.0,128.0,134.0,12000.0,171.0,37438.0,6.0,128.0,134.0,12001.0,163.0,47196.0,6.0,128.0,134.0,12000.0,172.0,38620.0,6.0,128.0
166.0,12000.0,171.0,35416.0,6.0,128.0,166.0,12000.0,167.0,54204.0,6.0,2643287.0,369986.53499794006,166.0,12000.0,164.0,57242.0,6.0,75090.0,9228.79700088501,166.0,12001.0,165.0,38294.0,6.0,3714839.0,150679.93600082395,166.0,12000.0,168.0,55690.0,6.0,278264.0,70414.63200187683,166.0,12001.0,161.0,57824.0,6.0,4589261.0,383540.2519989013,166.0,12000.0,164.0,57830.0,6.0,298412.0,63115.171001434326,166.0,12001.0,135.0,54814.0,6.0,4039611.0,2028835.1429977415,166.0,12001.0,163.0,37680.0,6.0,73723.0,4702.515998840332,166.0,12001.0,165.0,38548.0,6.0,2984184.0,152521.39700126648,166.0,12000.0,137.0,42766.0,6.0,4096625.0,282643.3649997711,166.0,12001.0,172.0,36408.0,6.0,9015078.0,738742.2709999084,166.0,12000.0,162.0,44376.0,6.0,128.0,166.0,12000.0,160.0,33056.0,6.0,128.0,166.0,12000.0,137.0,42956.0,6.0,128.0,166.0,12001.0,162.0,40798.0,6.0,128.0,166.0,12000.0,168.0,55850.0,6.0,128.0,166.0,12000.0,171.0,35416.0,6.0,128.0,166.0,12000.0,160.0,60536.0,6.0,128.0,166.0,12000.0,171.0,35718.0,6.0,128.0,166.0,12000.0,160.0,60828.0,6.0,128.0,166.0,12000.0,168.0,56248.0,6.0,128.0
165.0,12000.0,172.0,43998.0,6.0,128.0,165.0,12001.0,167.0,41350.0,6.0,390624.0,25366.31300354004,165.0,12001.0,164.0,35910.0,6.0,501734.0,35929.870010375984,165.0,12000.0,164.0,43988.0,6.0,489988.0,79837.88400268555,165.0,12000.0,167.0,41300.0,6.0,9899845.0,503268.3419952393,165.0,12000.0,171.0,56828.0,6.0,9693779.0,676057.0010070801,165.0,12001.0,168.0,52058.0,6.0,6563978.0,1270219.8320007324,165.0,12001.0,171.0,50250.0,6.0,1137481.0,258926.6649932861,165.0,12000.0,164.0,45414.0,6.0,298206.0,28882.15100097656,165.0,12000.0,61.0,37430.0,6.0,2446482.0,146160.08499145508,165.0,12001.0,51.0,45702.0,6.0,4517250.0,924455.9329986572,165.0,12000.0,164.0,44372.0,6.0,2671686.0,349448.9349975586,165.0,12001.0,163.0,47744.0,6.0,128.0,165.0,12001.0,172.0,48850.0,6.0,128.0,165.0,12000.0,172.0,43998.0,6.0,128.0,165.0,12000.0,168.0,60424.0,6.0,128.0,165.0,12001.0,134.0,35072.0,6.0,128.0,165.0,12001.0,161.0,42486.0,6.0,128.0,165.0,12000.0,51.0,51404.0,6.0,128.0,165.0,12001.0,134.0,34450.0,6.0,128.0,165.0,12001.0,171.0,50250.0,6.0,128.0,165.0,12001.0,161.0,42874.0,6.0,128.0
61.0,12001.0,160.0,52820.0,6.0,128.0,61.0,12000.0,163.0,39102.0,6.0,287827.0,20449.77801513672,61.0,12000.0,171.0,38746.0,6.0,2551846.0,333396.8699645996,61.0,12000.0,51.0,57660.0,6.0,4625046.0,825649.2219848633,61.0,12001.0,171.0,43494.0,6.0,99669.0,5459.420959472656,61.0,12001.0,160.0,52454.0,6.0,2506466.0,493556.0220031738,61.0,12000.0,137.0,45924.0,6.0,226953.0,45135.41702270508,61.0,12001.0,51.0,39260.0,6.0,212051.0,27878.011993408203,61.0,12000.0,134.0,54344.0,6.0,2970435.0,633900.1770324707,61.0,12001.0,166.0,48160.0,6.0,634868.0,67852.83499145508,61.0,12000.0,51.0,57342.0,6.0,1389785.0,332101.0289916992,61.0,12000.0,160.0,44104.0,6.0,765880.0,180422.56002807614,61.0,12000.0,168.0,52542.0,6.0,128.0,61.0,12000.0,161.0,49608.0,6.0,128.0,61.0,12000.0,137.0,45488.0,6.0,128.0,61.0,12001.0,171.0,43770.0,6.0,128.0,61.0,12000.0,171.0,38206.0,6.0,128.0,61.0,12001.0,172.0,46494.0,6.0,128.0,61.0,12000.0,171.0,38932.0,6.0,128.0,61.0,12001.0,135.0,50052.0,6.0,128.0,61.0,12000.0,137.0,45364.0,6.0,128.0,61.0,12001.0,160.0,52820.0,6.0,128.0
160.0,12001.0,164.0,50934.0,6.0,128.0,160.0,12001.0,163.0,33882.0,6.0,104286.0,27455.376007080078,160.0,12001.0,51.0,56504.0,6.0,110698.0,23100.40899658203,160.0,12000.0,167.0,57366.0,6.0,381867.0,87150.54899597168,160.0,12000.0,163.0,45448.0,6.0,183340.0,52805.240005493164,160.0,12000.0,161.0,43258.0,6.0,2372326.0,418166.85899353033,160.0,12001.0,134.0,58316.0,6.0,5365195.0,1083016.637008667,160.0,12000.0,134.0,45808.0,6.0,108563.0,43198.46598815918,160.0,12001.0,164.0,50934.0,6.0,9766126.0,1486808.9510040286,160.0,12000.0,161.0,43762.0,6.0,9748454.0,1529942.4329986572,160.0,12000.0,166.0,42222.0,6.0,368470.0,330787.35400390625,160.0,12001.0,166.0,47528.0,6.0,1352257.0,362573.21200561523,160.0,12001.0,134.0,58654.0,6.0,128.0,160.0,12000.0,137.0,48678.0,6.0,128.0,160.0,12000.0,61.0,54070.0,6.0,128.0,160.0,12000.0,165.0,59800.0,6.0,128.0,160.0,12000.0,61.0,54752.0,6.0,128.0,160.0,12001.0,164.0,51016.0,6.0,128.0,160.0,12001.0,164.0,50934.0,6.0,128.0,160.0,12000.0,51.0,44926.0,6.0,128.0,160.0,12000.0,164.0,38556.0,6.0,128.0,160.0,12000.0,162.0,36058.0,6.0,128.0
